 fpsepbqar_(final_value/initial_value)___________________________________ (xcm026)______________________      1.0000E+00    
 fpsepbqar_(range_normalised)____________________________________________ (nitvar026)___________________      1.0000E+00    
 fstrcase________________________________________________________________ (itvar027)____________________      1.0000E+00    
 fstrcase_(final_value/initial_value)____________________________________ (xcm027)______________________      1.0000E+00    
 fstrcase_(range_normalised)_____________________________________________ (nitvar027)___________________      1.0000E+00    
 fstrcond________________________________________________________________ (itvar028)____________________      8.5914E-01    
 fstrcond_(final_value/initial_value)____________________________________ (xcm028)______________________      8.5914E-01    
 fstrcond_(range_normalised)_____________________________________________ (nitvar028)___________________      8.5899E-01    
 bt______________________________________________________________________ (itvar029)____________________      4.7036E+00    
 bt_(final_value/initial_value)__________________________________________ (xcm029)______________________      8.2519E-01    
 bt_(range_normalised)___________________________________________________ (nitvar029)___________________      1.5650E-01    
 rmajor__________________________________________________________________ (itvar030)____________________      9.6829E+00    
 rmajor_(final_value/initial_value)______________________________________ (xcm030)______________________      1.0759E+00    
 rmajor_(range_normalised)_______________________________________________ (nitvar030)___________________      8.4144E-01    
 te______________________________________________________________________ (itvar031)____________________      1.4567E+01    
 te_(final_value/initial_value)__________________________________________ (xcm031)______________________      1.1814E+00    
 te_(range_normalised)___________________________________________________ (nitvar031)___________________      6.2710E-02    
 hfact___________________________________________________________________ (itvar032)____________________      1.2000E+00    
 hfact_(final_value/initial_value)_______________________________________ (xcm032)______________________      1.5000E+00    
 hfact_(range_normalised)________________________________________________ (nitvar032)___________________      1.0000E+00    
 tfcth___________________________________________________________________ (itvar033)____________________      1.4000E+00    
 tfcth_(final_value/initial_value)_______________________________________ (xcm033)______________________      1.0000E+00    
 tfcth_(range_normalised)________________________________________________ (nitvar033)___________________      1.5294E-01    
 ohcth___________________________________________________________________ (itvar034)____________________      9.2066E-01    
 ohcth_(final_value/initial_value)_______________________________________ (xcm034)______________________      1.8413E+00    
 ohcth_(range_normalised)________________________________________________ (nitvar034)___________________      5.4235E-02    
 q_______________________________________________________________________ (itvar035)____________________      3.0000E+00    
 q_(final_value/initial_value)___________________________________________ (xcm035)______________________      1.0000E+00    
 q_(range_normalised)____________________________________________________ (nitvar035)___________________      0.0000E+00    
 bore____________________________________________________________________ (itvar036)____________________      2.8236E+00    
 bore_(final_value/initial_value)________________________________________ (xcm036)______________________      1.2119E+00    
 bore_(range_normalised)_________________________________________________ (nitvar036)___________________      2.7511E-01    
 fvsbrnni________________________________________________________________ (itvar037)____________________      1.0000E-03    
 fvsbrnni_(final_value/initial_value)____________________________________ (xcm037)______________________      2.5253E-03    
 fvsbrnni_(range_normalised)_____________________________________________ (nitvar037)___________________      0.0000E+00    
 tdmptf__________________________________________________________________ (itvar038)____________________      2.7632E+01    
 tdmptf_(final_value/initial_value)______________________________________ (xcm038)______________________      1.0698E+00    
 tdmptf_(range_normalised)_______________________________________________ (nitvar038)___________________      2.7560E-01    
 thkcas__________________________________________________________________ (itvar039)____________________      2.1940E-01    
 thkcas_(final_value/initial_value)______________________________________ (xcm039)______________________      4.1791E-01    
 thkcas_(range_normalised)_______________________________________________ (nitvar039)___________________      1.7832E-01    
 thwcndut________________________________________________________________ (itvar040)____________________      8.0000E-03    
 thwcndut_(final_value/initial_value)____________________________________ (xcm040)______________________      1.0000E+00    
 thwcndut_(range_normalised)_____________________________________________ (nitvar040)___________________      0.0000E+00    
 fcutfsu_________________________________________________________________ (itvar041)____________________      5.0000E-01    
 fcutfsu_(final_value/initial_value)_____________________________________ (xcm041)______________________      6.1805E-01    
 fcutfsu_(range_normalised)______________________________________________ (nitvar041)___________________      0.0000E+00    
 cpttf___________________________________________________________________ (itvar042)____________________      6.5000E+04    
 cpttf_(final_value/initial_value)_______________________________________ (xcm042)______________________      1.0000E+00    
 cpttf_(range_normalised)________________________________________________ (nitvar042)___________________      2.0783E-14    
 ralpne__________________________________________________________________ (itvar043)____________________      9.0682E-02    
 ralpne_(final_value/initial_value)______________________________________ (xcm043)______________________      9.0682E-01    
 ralpne_(range_normalised)_______________________________________________ (nitvar043)___________________      8.1364E-01    
 oh_steel_frac___________________________________________________________ (itvar044)____________________      2.7702E-01    
 oh_steel_frac_(final_value/initial_value)_______________________________ (xcm044)______________________      3.4628E-01    
 oh_steel_frac_(range_normalised)________________________________________ (nitvar044)___________________      2.9085E-01    
 fimp(13)________________________________________________________________ (itvar045)____________________      8.1666E-04    
 fimp(13)_(final_value/initial_value)____________________________________ (xcm045)______________________      2.1491E+00    
 fimp(13)_(range_normalised)_____________________________________________ (nitvar045)___________________      8.1665E-02    
 dr_tf_wp________________________________________________________________ (itvar046)____________________      5.7792E-01    
 dr_tf_wp_(final_value/initial_value)____________________________________ (xcm046)______________________      1.1558E+00    
 dr_tf_wp_(range_normalised)_____________________________________________ (nitvar046)___________________      5.1947E-02    
 fgwped__________________________________________________________________ (itvar047)____________________      7.2000E-01    
 fgwped_(final_value/initial_value)______________________________________ (xcm047)______________________      1.1077E+00    
 fgwped_(range_normalised)_______________________________________________ (nitvar047)___________________      1.0000E+00    
 Beta_consistency__________________normalised_residue____________________ (normres001)__________________     -4.6717E-09    
 Global_power_balance_consistency__normalised_residue____________________ (normres002)__________________      9.4615E-09    
 Radial_build_consistency__________normalised_residue____________________ (normres003)__________________     -1.4166E-13    
 Density_upper_limit_______________normalised_residue____________________ (normres004)__________________      3.3329E-13    
 Neutron_wall_load_upper_limit_____normalised_residue____________________ (normres005)__________________      3.3726E-08    
 Fusion_power_upper_limit__________normalised_residue____________________ (normres006)__________________      3.3723E-08    
 Burn_time_lower_limit_____________normalised_residue____________________ (normres007)__________________     -9.1839E-08    
 L-H_power_threshold_limit_________normalised_residue____________________ (normres008)__________________     -1.0332E-07    
 Injection_power_upper_limit_______normalised_residue____________________ (normres009)__________________     -0.0000E+00    
 Net_electric_power_lower_limit____normalised_residue____________________ (normres010)__________________      2.3231E-06    
 Beta_upper_limit__________________normalised_residue____________________ (normres011)__________________     -5.4236E-09    
 Peak_toroidal_field_upper_limit___normalised_residue____________________ (normres012)__________________     -1.1358E-13    
 CS_coil_EOF_current_density_limit_normalised_residue____________________ (normres013)__________________      2.2834E-11    
 CS_coil_BOP_current_density_limit_normalised_residue____________________ (normres014)__________________      2.3640E-11    
 I_op_/_I_critical_(TF_coil)_______normalised_residue____________________ (normres015)__________________     -7.6716E-13    
 Dump_voltage_upper_limit__________normalised_residue____________________ (normres016)__________________     -1.0177E-11    
 J_winding_pack/J_protection_limit_normalised_residue____________________ (normres017)__________________     -2.4536E-13    
 TF_coil_temp._margin_lower_limit__normalised_residue____________________ (normres018)__________________     -3.8503E-13    
 CS_temperature_margin_lower_limit_normalised_residue____________________ (normres019)__________________      5.9319E-12    
 taup/taueff_______________________normalised_residue____________________ (normres020)__________________      3.9064E-09    
 Dump_time_set_by_VV_stress________normalised_residue____________________ (normres021)__________________     -1.4989E-12    
 CS_Tresca_yield_criterion_________normalised_residue____________________ (normres022)__________________      1.2176E-11    
 Peak_CS_field_upper_limit_________normalised_residue____________________ (normres023)__________________      4.7848E-12    
 ne0_>_neped_______________________normalised_residue____________________ (normres024)__________________      9.7256E-14    
 Upper_Lim._on_Psep_*_Bt_/_q_A_R___normalised_residue____________________ (normres025)__________________      9.5173E-08    
 TF_coil_case_stress_upper_limit___normalised_residue____________________ (normres026)__________________     -5.8575E-13    
 TF_coil_conduit_stress_upper_lim__normalised_residue____________________ (normres027)__________________     -5.7565E-13    
 # Final Feasible Point #
 # Plant Availability #
 Allowable_blanket_neutron_fluence_(MW-yr/m2)____________________________ (abktflnc)____________________      5.0000E+00    
 Allowable_divertor_heat_fluence_(MW-yr/m2)______________________________ (adivflnc)____________________      7.0000E+00    
 First_wall_/_blanket_lifetime_(years)___________________________________ (bktlife)_____________________      5.9179E+00 OP 
 Divertor_lifetime_(years)_______________________________________________ (divlife)_____________________      6.9442E+00 OP 
 Heating/CD_system_lifetime_(years)______________________________________ (cdrlife)_____________________      5.9179E+00 OP 
 Total_plant_lifetime_(years)____________________________________________ (tlife)_______________________      3.0000E+01    
 Total_plant_availability_fraction_______________________________________ (cfactr)______________________      7.5000E-01    
 Number_of_fusion_cycles_to_reach_allowable_fw/blanket_DPA_______________ (bktcycles)___________________      1.7272E+04    
 # Plasma #
 Tokamak_aspect_ratio_=_Conventional,_itart_=_0__________________________ (itart)_______________________      0.0000E+00    
 Major_radius_(m)________________________________________________________ (rmajor)______________________      9.6829E+00 ITV
 Minor_radius_(m)________________________________________________________ (rminor)______________________      3.1235E+00    
 Aspect_ratio____________________________________________________________ (aspect)______________________      3.1000E+00    
 Elongation,_X-point_(input_value_used)__________________________________ (kappa)_______________________      1.8480E+00    
 Elongation,_95%_surface_(calculated_from_kappa)_________________________ (kappa95)_____________________      1.6500E+00    
 Elongation,_area_ratio_calc.____________________________________________ (kappaa)______________________      1.7172E+00    
 Triangularity,_X-point_(input_value_used)_______________________________ (triang)______________________      5.0000E-01    
 Triangularity,_95%_surface_(calculated_from_triang)_____________________ (triang95)____________________      3.3333E-01    
 Plasma_poloidal_perimeter_(m)___________________________________________ (pperim)______________________      2.8187E+01    
 Plasma_cross-sectional_area_(m2)________________________________________ (xarea)_______________________      5.2634E+01    
 Plasma_surface_area_(m2)________________________________________________ (sarea)_______________________      1.6647E+03 OP 
 Plasma_volume_(m3)______________________________________________________ (vol)_________________________      3.1350E+03 OP 
 Plasma_current_scaling_law_used_________________________________________ (icurr)_______________________              4    
 Plasma_current_(MA)_____________________________________________________ (plascur/1D6)_________________      1.9875E+01    
 Current_density_profile_factor__________________________________________ (alphaj)______________________      1.5076E+00    
 Plasma_internal_inductance,_li__________________________________________ (rli)_________________________      1.0959E+00    
 Vertical_field_at_plasma_(T)____________________________________________ (bvert)_______________________     -7.2739E-01    
 Vacuum_toroidal_field_at_R_(T)__________________________________________ (bt)__________________________      4.7036E+00 ITV
 Average_poloidal_field_(T)______________________________________________ (bp)__________________________      8.8609E-01    
 Total_field_(sqrt(bp^2_+_bt^2))_(T)_____________________________________ (btot)________________________      4.7863E+00    
 Safety_factor_on_axis___________________________________________________ (q0)__________________________      1.0000E+00    
 Safety_factor_at_95%_flux_surface_______________________________________ (q95)_________________________      3.0000E+00 ITV
 Cylindrical_safety_factor_(qcyl)________________________________________ (qstar)_______________________      2.5076E+00    
 Total_plasma_beta_______________________________________________________ (beta)________________________      4.4039E-02 ITV
 Total_poloidal_beta_____________________________________________________ (betap)_______________________      1.2850E+00 OP 
 Total_toroidal_beta_____________________________________________________ ______________________________      4.5602E-02 OP 
 Fast_alpha_beta_________________________________________________________ (betaft)______________________      6.1016E-03 OP 
 Beam_ion_beta___________________________________________________________ (betanb)______________________      0.0000E+00 OP 
 (Fast_alpha_+_beam_beta)/(thermal_beta)_________________________________ (gammaft)_____________________      1.6083E-01 OP 
 Thermal_beta____________________________________________________________ ______________________________      3.7938E-02 OP 
 Thermal_poloidal_beta___________________________________________________ ______________________________      1.1069E+00 OP 
 Thermal_toroidal_beta_(=_beta-exp)______________________________________ ______________________________      3.9284E-02 OP 
 2nd_stability_beta_:_beta_p_/_(R/a)_____________________________________ (eps*betap)___________________      4.1451E-01    
 2nd_stability_beta_upper_limit__________________________________________ (epbetmax)____________________      1.3800E+00    
 Beta_g_coefficient______________________________________________________ (dnbeta)______________________      4.3835E+00    
 Normalised_thermal_beta_________________________________________________ ______________________________      2.8044E+00    
 Normalised_total_beta___________________________________________________ ______________________________      3.2554E+00    
 Normalised_toroidal_beta________________________________________________ (normalised_toroidal_beta)____      3.3709E+00    
 Limit_on_thermal_beta___________________________________________________ (betalim)_____________________      5.9300E-02    
 Plasma_thermal_energy_(J)_______________________________________________ ______________________________      1.6261E+09 OP 
 Total_plasma_internal_energy_(J)________________________________________ (total_plasma_internal_energy)      1.8877E+09 OP 
 Electron_temperature_(keV)______________________________________________ (te)__________________________      1.4567E+01 ITV
 Electron_temperature_on_axis_(keV)______________________________________ (te0)_________________________      3.4010E+01    
 Ion_temperature_(keV)___________________________________________________ (ti)__________________________      1.4567E+01    
 Ion_temperature_on_axis_(keV)___________________________________________ (ti0)_________________________      3.4010E+01    
 Electron_temp.,_density_weighted_(keV)__________________________________ (ten)_________________________      1.6954E+01    
 Electron_density_(/m3)__________________________________________________ (dene)________________________      6.8094E+19 ITV
 Electron_density_on_axis_(/m3)__________________________________________ (ne0)_________________________      9.7039E+19 OP 
 Line-averaged_electron_density_(/m3)____________________________________ (dnla)________________________      7.7813E+19 OP 
 Line-averaged_electron_density_/_Greenwald_density______________________ (dnla_gw)_____________________      1.2000E+00 OP 
 Ion_density_(/m3)_______________________________________________________ (dnitot)______________________      5.9215E+19 OP 
 Fuel_density_(/m3)______________________________________________________ (deni)________________________      5.2965E+19 OP 
 Total_impurity_density_with_Z_>_2_(no_He)_(/m3)_________________________ (dnz)_________________________      5.5609E+16 OP 
 Helium_ion_density_(thermalised_ions_only)_(/m3)________________________ (dnalp)_______________________      6.1749E+18 OP 
 Proton_density_(/m3)____________________________________________________ (dnprot)______________________      1.9727E+16 OP 
 Hot_beam_density_(/m3)__________________________________________________ (dnbeam)______________________      0.0000E+00 OP 
 Density_limit_from_scaling_(/m3)________________________________________ (dnelimt)_____________________      6.4844E+19 OP 
 Density_limit_(enforced)_(/m3)__________________________________________ (boundu(9)*dnelimt)___________      6.4844E+19 OP 
 Helium_ion_density_(thermalised_ions_only)_/_electron_density___________ (ralpne)______________________      9.0682E-02 ITV
 H__concentration________________________________________________________ (fimp(01))____________________      7.7811E-01 OP 
 He_concentration________________________________________________________ (fimp(02))____________________      9.0682E-02    
 Be_concentration________________________________________________________ (fimp(03))____________________      0.0000E+00    
 C__concentration________________________________________________________ (fimp(04))____________________      0.0000E+00    
 N__concentration________________________________________________________ (fimp(05))____________________      0.0000E+00    
 O__concentration________________________________________________________ (fimp(06))____________________      0.0000E+00    
 Ne_concentration________________________________________________________ (fimp(07))____________________      0.0000E+00    
 Si_concentration________________________________________________________ (fimp(08))____________________      0.0000E+00    
 Ar_concentration________________________________________________________ (fimp(09))____________________      0.0000E+00    
 Fe_concentration________________________________________________________ (fimp(10))____________________      0.0000E+00    
 Ni_concentration________________________________________________________ (fimp(11))____________________      0.0000E+00    
 Kr_concentration________________________________________________________ (fimp(12))____________________      0.0000E+00    
 Xe_concentration________________________________________________________ (fimp(13))____________________      8.1666E-04    
 W__concentration________________________________________________________ (fimp(14))____________________      0.0000E+00    
 Average_mass_of_all_ions_(amu)__________________________________________ (aion)________________________      2.7769E+00 OP 
 Effective_charge________________________________________________________ (zeff)________________________      3.1516E+00    
 Density_profile_factor__________________________________________________ (alphan)______________________      1.0000E+00    
 Plasma_profile_model____________________________________________________ (ipedestal)___________________              1    
 Density_pedestal_r/a_location___________________________________________ (rhopedn)_____________________      9.4000E-01    
 Electron_density_pedestal_height_(/m3)__________________________________ (neped)_______________________      4.6688E+19 OP 
 Electron_density_at_pedestal_/_nGW______________________________________ (fgwped_out)__________________      7.2000E-01    
 Temperature_pedestal_r/a_location_______________________________________ (rhopedt)_____________________      9.4000E-01    
 Pedestal_scaling_switch_________________________________________________ (ieped)_______________________              1    
 Electron_temp._pedestal_height_(keV)____________________________________ (teped)_______________________      3.9522E+00    
 Electron_temp._at_separatrix_(keV)______________________________________ (tesep)_______________________      1.0000E-01    
 Electron_density_at_separatrix_(/m3)____________________________________ (nesep)_______________________      3.2422E+19    
 Electron_density_at_separatrix_/_nGW____________________________________ (fgwsep_out)__________________      5.0000E-01    
 Temperature_profile_index_______________________________________________ (alphat)______________________      1.4500E+00    
 Temperature_profile_index_beta__________________________________________ (tbeta)_______________________      2.0000E+00    
 Old_ASDEX_model_________________________________________________________ (dlimit(1))___________________      4.3278E+19 OP 
 Borrass_ITER_model_I____________________________________________________ (dlimit(2))___________________      8.7506E+19 OP 
 Borrass_ITER_model_II___________________________________________________ (dlimit(3))___________________      3.4398E+19 OP 
 JET_edge_radiation_model________________________________________________ (dlimit(4))___________________      2.7465E+21 OP 
 JET_simplified_model____________________________________________________ (dlimit(5))___________________      3.1739E+20 OP 
 Hugill-Murakami_Mq_model________________________________________________ (dlimit(6))___________________      5.8114E+19 OP 
 Greenwald_model_________________________________________________________ (dlimit(7))___________________      6.4844E+19 OP 
 Deuterium_fuel_fraction_________________________________________________ (fdeut)_______________________      5.0000E-01    
 Tritium_fuel_fraction___________________________________________________ (ftrit)_______________________      5.0000E-01    
 Total_fusion_power_(MW)_________________________________________________ (powfmw)______________________      2.5500E+03 OP 
 _=____D-T_fusion_power_(MW)_____________________________________________ (pdt)_________________________      2.5465E+03 OP 
 __+___D-D_fusion_power_(MW)_____________________________________________ (pdd)_________________________      3.5291E+00 OP 
 __+_D-He3_fusion_power_(MW)_____________________________________________ (pdhe3)_______________________      0.0000E+00 OP 
 Alpha_power:_total_(MW)_________________________________________________ (palpmw)______________________      5.0929E+02 OP 
 Alpha_power:_beam-plasma_(MW)___________________________________________ (palpnb)______________________      0.0000E+00 OP 
 Neutron_power_(MW)______________________________________________________ (pneutmw)_____________________      2.0384E+03 OP 
 Charged_particle_power_(excluding_alphas)_(MW)__________________________ (pchargemw)___________________      2.2801E+00 OP 
 Total_power_deposited_in_plasma_(MW)____________________________________ (tot_power_plasma)____________      5.3728E+02 OP 
 Bremsstrahlung_radiation_power_(MW)_____________________________________ (pbrempv*vol)_________________      1.1026E+02 OP 
 Line_radiation_power_(MW)_______________________________________________ (plinepv*vol)_________________      2.2143E+02 OP 
 Synchrotron_radiation_power_(MW)________________________________________ (psyncpv*vol)_________________      3.3281E+01 OP 
 Synchrotron_wall_reflectivity_factor____________________________________ (ssync)_______________________      6.0000E-01    
 Normalised_minor_radius_defining_'core'_________________________________ (coreradius)__________________      7.5000E-01    
 Fraction_of_core_radiation_subtracted_from_P_L__________________________ (coreradiationfraction)_______      6.0000E-01    
 Radiation_power_from_inner_zone_(MW)____________________________________ (pinnerzoneradmw)_____________      1.5781E+02 OP 
 Radiation_power_from_outer_zone_(MW)____________________________________ (pouterzoneradmw)_____________      2.0717E+02 OP 
 Total_radiation_power_from_inside_LCFS_(MW)_____________________________ (pradmw)______________________      3.6498E+02 OP 
 LCFS_radiation_fraction_=_total_radiation_in_LCFS_/_total_power_deposite (rad_fraction_LCFS)___________      6.7930E-01 OP 
 Nominal_mean_radiation_load_on_inside_surface_of_reactor_(MW/m2)________ (photon_wall)_________________      2.0170E-01 OP 
 Peaking_factor_for_radiation_wall_load__________________________________ (peakfactrad)_________________      3.3300E+00 IP 
 Maximum_permitted_radiation_wall_load_(MW/m^2)__________________________ (maxradwallload)______________      1.0000E+00 IP 
 Peak_radiation_wall_load_(MW/m^2)_______________________________________ (peakradwallload)_____________      6.7167E-01 OP 
 Fast_alpha_particle_power_incident_on_the_first_wall_(MW)_______________ (palpfwmw)____________________      2.5465E+01 OP 
 Nominal_mean_neutron_load_on_inside_surface_of_reactor_(MW/m2)__________ (wallmw)______________________      1.1265E+00 OP 
 Radiation_power_from_SoL_(MW)___________________________________________ (pradsolmw)___________________      1.3785E+02 OP 
 SoL_radiation_fraction_=_total_radiation_in_SoL_/_total_power_accross_se (rad_fraction_sol)____________      8.0000E-01 IP 
 Radiation_fraction_total_=_SoL_+_LCFS_radiation_/_total_power_deposited_ (rad_fraction_total)__________      9.3586E-01 OP 
 Power_incident_on_the_divertor_targets_(MW)_____________________________ (ptarmw)______________________      3.4461E+01 OP 
 Fraction_of_power_to_the_lower_divertor_________________________________ (ftar)________________________      1.0000E+00 IP 
 Outboard_side_heat_flux_decay_length_(m)________________________________ (lambdaio)____________________      1.5700E-03 OP 
 Fraction_of_power_on_the_inner_targets__________________________________ (fio)_________________________      4.1000E-01 OP 
 Fraction_of_power_incident_on_the_lower_inner_target____________________ (fLI)_________________________      4.1000E-01 OP 
 Fraction_of_power_incident_on_the_lower_outer_target____________________ (fLO)_________________________      5.9000E-01 OP 
 Power_incident_on_the_lower_inner_target_(MW)___________________________ (pLImw)_______________________      1.4129E+01 OP 
 Power_incident_on_the_lower_outer_target_(MW)___________________________ (pLOmw)_______________________      2.0332E+01 OP 
